,arguments,label
234," ""The international community should condemn Russia's aggression towards Ukraine",https://www.bloomberg.com/tosv2.html?vid=&uuid=2845cc21-fcc9-11ee-9e88-95ed9c1b05df&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
235," ""Ukraine needs military aid from the West to defend itself",https://www.bloomberg.com/tosv2.html?vid=&uuid=2845cc21-fcc9-11ee-9e88-95ed9c1b05df&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
236," ""The US and the G7 must act together to support Ukraine",https://www.bloomberg.com/tosv2.html?vid=&uuid=2845cc21-fcc9-11ee-9e88-95ed9c1b05df&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
237," ""Janet Yellen has urged Congress to pass the Ukraine aid bill",https://www.bloomberg.com/tosv2.html?vid=&uuid=2845cc21-fcc9-11ee-9e88-95ed9c1b05df&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
238," ""There is no substitute for Congressional action on supporting Ukraine",https://www.bloomberg.com/tosv2.html?vid=&uuid=2845cc21-fcc9-11ee-9e88-95ed9c1b05df&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
239," ""The US should prioritize its national security by focusing on the situation in Ukraine",https://www.bloomberg.com/tosv2.html?vid=&uuid=2845cc21-fcc9-11ee-9e88-95ed9c1b05df&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
240," ""The delay in passing the Ukraine aid bill is unacceptable",https://www.bloomberg.com/tosv2.html?vid=&uuid=2845cc21-fcc9-11ee-9e88-95ed9c1b05df&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
241," ""Ukraine's sovereignty must be defended",https://www.bloomberg.com/tosv2.html?vid=&uuid=2845cc21-fcc9-11ee-9e88-95ed9c1b05df&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
242," ""The Kremlin's aggression should be met with a united front from the international community",https://www.bloomberg.com/tosv2.html?vid=&uuid=2845cc21-fcc9-11ee-9e88-95ed9c1b05df&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
243," ""It's time for action to support Ukraine and uphold human rights, peace, and democracy worldwide",https://www.bloomberg.com/tosv2.html?vid=&uuid=2845cc21-fcc9-11ee-9e88-95ed9c1b05df&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
244," ""The aid bill must be passed urgently to provide necessary support to Ukraine",https://www.bloomberg.com/tosv2.html?vid=&uuid=2845cc21-fcc9-11ee-9e88-95ed9c1b05df&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
245," ""Unity and support are crucial for justice and peace in Ukraine"".",https://www.bloomberg.com/tosv2.html?vid=&uuid=2845cc21-fcc9-11ee-9e88-95ed9c1b05df&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
246," ""Russia is a threat to Ukraine's sovereignty",https://www.bloomberg.com/tosv2.html?vid=&uuid=2ad909e2-fc1f-11ee-b60c-5347daeb4b62&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
247," ""The US and the international community should provide military aid to Ukraine",https://www.bloomberg.com/tosv2.html?vid=&uuid=2ad909e2-fc1f-11ee-b60c-5347daeb4b62&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
248," ""Ukraine needs support from the West to defend itself",https://www.bloomberg.com/tosv2.html?vid=&uuid=2ad909e2-fc1f-11ee-b60c-5347daeb4b62&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
249," ""The situation in Ukraine is critical and requires immediate action",https://www.bloomberg.com/tosv2.html?vid=&uuid=2ad909e2-fc1f-11ee-b60c-5347daeb4b62&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
250," ""Congress must pass the aid bill to support Ukraine",https://www.bloomberg.com/tosv2.html?vid=&uuid=2ad909e2-fc1f-11ee-b60c-5347daeb4b62&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
251," ""Janet Yellen has urged for the passage of the Ukraine aid bill",https://www.bloomberg.com/tosv2.html?vid=&uuid=2ad909e2-fc1f-11ee-b60c-5347daeb4b62&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
252," ""The US should prioritize supporting Ukraine over its own national interests",https://www.bloomberg.com/tosv2.html?vid=&uuid=2ad909e2-fc1f-11ee-b60c-5347daeb4b62&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
253," ""The international community must take a united stand against Russia's aggression towards Ukraine",https://www.bloomberg.com/tosv2.html?vid=&uuid=2ad909e2-fc1f-11ee-b60c-5347daeb4b62&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
254," ""The G7 must work together to ensure that aid reaches Ukraine and that Putin's regime is held accountable for its actions",https://www.bloomberg.com/tosv2.html?vid=&uuid=2ad909e2-fc1f-11ee-b60c-5347daeb4b62&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
255," ""Time is of the essence in providing support to Ukraine",https://www.bloomberg.com/tosv2.html?vid=&uuid=2ad909e2-fc1f-11ee-b60c-5347daeb4b62&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
256," ""Inaction from the West would be a betrayal of Ukraine and its people",https://www.bloomberg.com/tosv2.html?vid=&uuid=2ad909e2-fc1f-11ee-b60c-5347daeb4b62&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
257," ""The US should lead the international community in supporting Ukraine",https://www.bloomberg.com/tosv2.html?vid=&uuid=2ad909e2-fc1f-11ee-b60c-5347daeb4b62&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
258," ""Ukraine's fight for sovereignty is also a fight for democracy and human rights worldwide"".",https://www.bloomberg.com/tosv2.html?vid=&uuid=2ad909e2-fc1f-11ee-b60c-5347daeb4b62&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
259," ""Ukraine is facing aggression from Russia",https://www.bloomberg.com/tosv2.html?vid=&uuid=2f680e3a-fcab-11ee-8354-fec61a2f025c&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
260," ""The US should provide military aid to Ukraine",https://www.bloomberg.com/tosv2.html?vid=&uuid=2f680e3a-fcab-11ee-8354-fec61a2f025c&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
261," ""The US should prioritize its national security and take action in supporting Ukraine",https://www.bloomberg.com/tosv2.html?vid=&uuid=2f680e3a-fcab-11ee-8354-fec61a2f025c&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
262," ""The delay in passing the Ukraine aid bill by the US House of Representatives is criticized",https://www.bloomberg.com/tosv2.html?vid=&uuid=2f680e3a-fcab-11ee-8354-fec61a2f025c&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
263," ""The international community, including the G7, should support Ukraine's efforts to defend its sovereignty",https://www.bloomberg.com/tosv2.html?vid=&uuid=2f680e3a-fcab-11ee-8354-fec61a2f025c&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
264," ""US Treasury Secretary Janet Yellen urges Congress to pass the Ukraine aid bill",https://www.bloomberg.com/tosv2.html?vid=&uuid=2f680e3a-fcab-11ee-8354-fec61a2f025c&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
265," ""It is important for the US and the international community to stand together with Ukraine in upholding human rights, peace, and democracy worldwide",https://www.bloomberg.com/tosv2.html?vid=&uuid=2f680e3a-fcab-11ee-8354-fec61a2f025c&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
266," ""Passing the aid bill urgently is necessary",https://www.bloomberg.com/tosv2.html?vid=&uuid=2f680e3a-fcab-11ee-8354-fec61a2f025c&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
267," ""Debate should be ended and action should be taken to support Ukraine",https://www.bloomberg.com/tosv2.html?vid=&uuid=2f680e3a-fcab-11ee-8354-fec61a2f025c&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
268," ""Unity and support from the US and the international community are crucial for justice and peace in Ukraine"".",https://www.bloomberg.com/tosv2.html?vid=&uuid=2f680e3a-fcab-11ee-8354-fec61a2f025c&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
269,  Continued support for Ukraine is crucial for upholding human rights and democracy worldwide The US should provide military aid to Ukraine Russia's aggression towards Ukraine threatens peace and stability in the region The international community must take action to support Ukraine Congressional inaction on the Ukraine aid bill is unacceptable The G7 should work together to ensure that aid reaches Ukraine Holding Russia accountable for its actions is important for maintaining international order The US has a critical role to play in supporting Ukraine's defense against Russian aggression Passing the aid bill urgently is necessary to support justice and peace in Ukraine Debate over the aid bill should not delay action to support Ukraine Unity and cooperation from the international community are essential for promoting peace and justice in Ukraine.,https://www.bloomberg.com/tosv2.html?vid=&uuid=39baf452-fc07-11ee-b13c-b70a940aead8&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
270," ""NATO's reluctance to accept Ukraine as a member has allowed Russia to act aggressively towards Ukraine",https://www.bloomberg.com/tosv2.html?vid=&uuid=3e13be43-fc16-11ee-9110-4702acd8d2e2&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
271," ""Ukraine's struggle for independence and territorial integrity is an important global issue that requires international support",https://www.bloomberg.com/tosv2.html?vid=&uuid=3e13be43-fc16-11ee-9110-4702acd8d2e2&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
272," ""The US should take a stronger stance against Russian aggression in Ukraine, including imposing tougher sanctions on Russia",https://www.bloomberg.com/tosv2.html?vid=&uuid=3e13be43-fc16-11ee-9110-4702acd8d2e2&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
273," ""Russia's annexation of Crimea was illegal and violated international law",https://www.bloomberg.com/tosv2.html?vid=&uuid=3e13be43-fc16-11ee-9110-4702acd8d2e2&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
274," ""Ukraine has the right to defend itself against Russian aggression",https://www.bloomberg.com/tosv2.html?vid=&uuid=3e13be43-fc16-11ee-9110-4702acd8d2e2&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
275," ""The conflict in eastern Ukraine has resulted in a significant humanitarian crisis, with many civilians displaced and in need of aid",https://www.bloomberg.com/tosv2.html?vid=&uuid=3e13be43-fc16-11ee-9110-4702acd8d2e2&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
276," ""The US should provide military aid to Ukraine to help it defend itself against Russian aggression",https://www.bloomberg.com/tosv2.html?vid=&uuid=3e13be43-fc16-11ee-9110-4702acd8d2e2&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
277," ""The international community must hold Russia accountable for its actions in Ukraine and work towards a peaceful resolution to the conflict",https://www.bloomberg.com/tosv2.html?vid=&uuid=3e13be43-fc16-11ee-9110-4702acd8d2e2&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
278," ""Ukraine's sovereignty and territorial integrity are non-negotiable",https://www.bloomberg.com/tosv2.html?vid=&uuid=3e13be43-fc16-11ee-9110-4702acd8d2e2&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
279," ""Russia's military presence in Crimea is a threat to regional stability and security",https://www.bloomberg.com/tosv2.html?vid=&uuid=3e13be43-fc16-11ee-9110-4702acd8d2e2&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
280," ""The conflict in eastern Ukraine is fueled by Russian support for separatist groups in the region"".",https://www.bloomberg.com/tosv2.html?vid=&uuid=3e13be43-fc16-11ee-9110-4702acd8d2e2&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
281," ""NATO's expansion in Europe is threatening Russia's security",https://www.bloomberg.com/tosv2.html?vid=&uuid=3ecae5de-fc05-11ee-88cf-b70a940aead8&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
282," ""The conflict in Ukraine is a result of NATO's eastward expansion",https://www.bloomberg.com/tosv2.html?vid=&uuid=3ecae5de-fc05-11ee-88cf-b70a940aead8&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
283," ""Ukraine should remain neutral and not join NATO",https://www.bloomberg.com/tosv2.html?vid=&uuid=3ecae5de-fc05-11ee-88cf-b70a940aead8&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
284," ""Russia has legitimate interests in Ukraine and the surrounding region",https://www.bloomberg.com/tosv2.html?vid=&uuid=3ecae5de-fc05-11ee-88cf-b70a940aead8&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
285," ""The US and its allies are provoking Russia with their actions towards Ukraine",https://www.bloomberg.com/tosv2.html?vid=&uuid=3ecae5de-fc05-11ee-88cf-b70a940aead8&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
286," ""Sanctions against Russia will only harm the European economy",https://www.bloomberg.com/tosv2.html?vid=&uuid=3ecae5de-fc05-11ee-88cf-b70a940aead8&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
287," ""The crisis in Ukraine is a complex issue that requires diplomacy and dialogue, not military intervention",https://www.bloomberg.com/tosv2.html?vid=&uuid=3ecae5de-fc05-11ee-88cf-b70a940aead8&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
288," ""The people of eastern Ukraine have the right to self-determination and should be allowed to join Russia if they choose to do so",https://www.bloomberg.com/tosv2.html?vid=&uuid=3ecae5de-fc05-11ee-88cf-b70a940aead8&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
289," ""The conflict in Ukraine is a civil war and should be treated as such",https://www.bloomberg.com/tosv2.html?vid=&uuid=3ecae5de-fc05-11ee-88cf-b70a940aead8&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
290," ""The US and its allies should respect Russia's sphere of influence in Eastern Europe",https://www.bloomberg.com/tosv2.html?vid=&uuid=3ecae5de-fc05-11ee-88cf-b70a940aead8&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
291," ""Ukraine is a sovereign state and has the right to determine its own foreign policy",https://www.bloomberg.com/tosv2.html?vid=&uuid=3ecae5de-fc05-11ee-88cf-b70a940aead8&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
292," ""Russia's annexation of Crimea was illegal and violated international law",https://www.bloomberg.com/tosv2.html?vid=&uuid=3ecae5de-fc05-11ee-88cf-b70a940aead8&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
293," ""The conflict in Ukraine has resulted in a humanitarian crisis, with many civilians displaced and in need of aid",https://www.bloomberg.com/tosv2.html?vid=&uuid=3ecae5de-fc05-11ee-88cf-b70a940aead8&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
294," ""The US and its allies should provide military aid to Ukraine to help it defend itself against Russian aggression",https://www.bloomberg.com/tosv2.html?vid=&uuid=3ecae5de-fc05-11ee-88cf-b70a940aead8&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
295," ""The conflict in Ukraine is a proxy war between the US and Russia",https://www.bloomberg.com/tosv2.html?vid=&uuid=3ecae5de-fc05-11ee-88cf-b70a940aead8&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
296," ""Russia's actions in Ukraine are a threat to international peace and security",https://www.bloomberg.com/tosv2.html?vid=&uuid=3ecae5de-fc05-11ee-88cf-b70a940aead8&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
297," ""The Minsk agreements provide a framework for resolving the conflict in Ukraine, and all parties should respect them"".",https://www.bloomberg.com/tosv2.html?vid=&uuid=3ecae5de-fc05-11ee-88cf-b70a940aead8&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
298," ""NATO should expand its membership to include Ukraine",https://www.bloomberg.com/tosv2.html?vid=&uuid=436cf394-fc87-11ee-bafe-69df1e850c2c&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
299," ""Russia sees NATO expansion as a security threat and is using military force to prevent it",https://www.bloomberg.com/tosv2.html?vid=&uuid=436cf394-fc87-11ee-bafe-69df1e850c2c&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
300," ""The US has a responsibility to support Ukraine as a democratic ally",https://www.bloomberg.com/tosv2.html?vid=&uuid=436cf394-fc87-11ee-bafe-69df1e850c2c&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
301," ""The people of Ukraine have the right to choose their own foreign policy and alliances",https://www.bloomberg.com/tosv2.html?vid=&uuid=436cf394-fc87-11ee-bafe-69df1e850c2c&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
302," ""The conflict in Ukraine is causing human suffering and displacement",https://www.bloomberg.com/tosv2.html?vid=&uuid=436cf394-fc87-11ee-bafe-69df1e850c2c&url=L25ld3MvYXJ0aWNsZXMvMjAyNC0wNC0xMy93YXItaW4tdWtyYWluZS1lbnRlcnMtbmV3LXBoYXNlLXdpdGgtcG93ZXItb2lsLWdhcy1hdHRhY2tlZA==
